price,weight,days_since_launch,product_category,seasonal_item,advertised_as,high_return_rate
42.26730730498148,2.0078559164205507,158.80810083877557,Home,No,Premium,1
47.72484218629669,4.192582724764361,30.68800004082776,Electronics,Yes,Standard,1
29.60715690999738,2.404560610224424,17.420686514412395,Home,No,Premium,1
52.346787275260525,3.221684622813176,314.3695555341021,Sports,No,Standard,1
63.16093405518432,1.99577080235682,204.6077349886318,Beauty,No,,1
45.120185841259016,1.1314059484020138,228.9089088214298,Clothing,No,Standard,0
20.685380356185693,0.9742608984931678,186.9257617461636,Clothing,Yes,Premium,1
,1.5875051201604218,24.137275074175125,,No,Standard,0
44.296768677210125,2.5380747475997496,196.58417644454045,Home,No,Standard,1
74.10793127363146,3.389371870321919,36.760765797407785,Clothing,No,Premium,1
49.4420333329137,1.2450528743461047,10.346718023657587,Electronics,Yes,Premium,1
45.369889822924165,3.7441705377709553,26.51893775428318,Clothing,No,Premium,1
29.053637480936757,0.588685720337764,301.2102106539766,Clothing,No,Premium,0
35.89351511458191,2.9471575311574703,140.5729890436135,Beauty,Yes,Standard,1
31.29890059953417,3.17346467320494,83.21985489497396,Clothing,Yes,Budget,1
25.660328382066613,3.256933295939379,198.18174108229329,Sports,No,Standard,1
59.68535252160258,3.25921868801606,37.319913783356505,Home,No,Premium,1
78.05944653183991,0.6441324958770733,20.348314275745047,Electronics,Yes,Budget,1
73.7096890824041,1.1295843923283695,223.7027023948776,Sports,No,Premium,1
28.768391360095087,2.150800149712623,229.29407942439985,Beauty,Yes,Premium,1
63.812386428954206,2.0034431213448753,96.82107744636191,Clothing,Yes,Budget,1
59.11588140435914,0.7730685411591307,293.38592586886466,Clothing,No,Standard,1
1.4099580430989,3.3651161712358153,222.47074366155127,Beauty,No,Premium,1
46.6992670911647,1.4229391160792892,318.30679213405733,Home,No,Standard,1
16.58365124697543,3.643908895959287,115.00363493603392,Clothing,Yes,Premium,1
,2.1880465234787705,169.0951824871442,Electronics,No,Standard,0
62.48094358197208,1.6320398613966356,278.129803116433,Clothing,Yes,Standard,1
32.87377787792727,2.3613673569539007,198.2186706893973,Beauty,No,Budget,1
,1.1230196064116151,340.012062046118,Sports,No,Standard,0
24.88290381707287,2.2588658364067897,218.95320540914057,Clothing,No,Standard,1
25.108012990577638,3.8058667656635174,27.104348693021503,Beauty,No,Premium,1
94.49449224867168,1.2920125077730416,47.79948628050481,,Yes,Standard,1
4.6305370271860635,0.7653365958343623,220.20354638577123,Clothing,Yes,Budget,0
26.866504710403632,1.3129931302872793,20.820214262881045,Beauty,Yes,Premium,1
52.90278542787908,2.8378223177733046,285.8992457146488,,No,,1
69.58784918879809,1.658033012214802,59.007811423879616,Beauty,Yes,Standard,1
68.2217105888806,0.05180182370745734,85.08233302645495,Electronics,No,Budget,1
68.98303750603596,2.026701736290035,343.802241698532,Clothing,No,Standard,0
74.48450665092177,1.684852505605043,358.97350167087853,Beauty,No,Budget,1
54.534392179185126,2.2677500434715925,204.04762776619498,Clothing,No,Standard,0
75.46513091898645,2.47982389398466,169.56709060556895,Clothing,No,Premium,1
60.10009007983344,2.458024081844706,78.66160740474783,Clothing,Yes,Standard,1
50.72114753445925,3.5014122597366217,,Home,Yes,Budget,0
85.92883063877527,2.6313345708345146,,Electronics,No,Premium,0
46.65900025053071,,86.88143713709125,Electronics,No,Premium,0
34.77826395330582,0.5543417463201357,121.49920397005206,Clothing,No,Budget,0
21.291854074995182,1.3791771668625783,8.893907779424506,Sports,No,Premium,1
53.929122509941074,2.7655900766763373,61.758291914760875,Sports,Yes,Standard,1
32.98080191661403,0.4731560964991106,231.85718784637868,Clothing,Yes,Premium,1
24.20331064852336,3.029431666265534,202.60437253551467,Clothing,Yes,Premium,1
,0.6089244912930576,362.40562352643053,Sports,No,Premium,0
44.59348694038424,3.023259092635362,72.7979891621082,Beauty,,Standard,1
43.15941426204709,-0.19847215128912454,175.9559641020669,Electronics,No,Standard,0
38.59765758658884,2.008922863829913,34.18354860291563,Sports,No,Standard,1
47.31690914752485,2.3729718243566564,317.5909909354947,,No,Standard,1
59.73921405102854,4.589283260083413,134.0643904367292,Home,No,Standard,1
,1.681003215749081,120.45491058884865,Clothing,Yes,Premium,0
44.84073536022218,,180.94984865262902,Sports,No,Budget,0
54.62526739906817,2.7046575074618597,276.4035132300323,Home,No,Premium,1
59.560687786381926,1.7774747722161075,60.6669101456946,Beauty,No,Premium,1
79.76404417594338,1.8757603758914885,246.2982596488864,Beauty,Yes,Standard,1
18.604246501107347,1.269675299009931,211.30079337111266,Clothing,Yes,Standard,1
42.991691352580666,1.5009228260275247,100.77461055733457,Beauty,No,Budget,1
7.04963295253882,1.4388667161242565,101.24290576081017,,Yes,Standard,1
55.173184954199904,3.225331646560864,296.39056564304053,Electronics,No,Premium,1
53.641765384346556,3.969136837315485,339.72146672186483,Beauty,Yes,Premium,1
22.516751457328827,3.8428913260762743,139.5814819261715,Clothing,Yes,Premium,1
61.739816986705826,1.688746284124747,139.65206608795134,Clothing,No,Budget,1
61.61305633754942,1.4927799204293049,70.66914831175399,Clothing,No,Premium,1
72.96414312750976,4.540125003540503,327.2292465952305,Electronics,Yes,Budget,1
62.77429527723339,2.667795567826003,128.12972596953415,Home,Yes,Budget,1
16.79204551423759,1.527826555389543,123.14051026717546,Beauty,No,,0
76.81273739025116,1.0041077421004343,231.1899988301526,Beauty,Yes,Premium,1
42.966611802329325,3.980719858132357,42.04612529180264,Electronics,Yes,Standard,1
64.67420016600425,1.5241051313440335,92.22670783665737,Electronics,Yes,Premium,1
66.10576051497543,0.6047495916179102,262.07864045127917,Sports,No,Standard,1
26.966367024691912,1.824783301927902,321.4385550444376,Sports,Yes,Standard,1
30.932282513378894,3.038361264224907,165.99047724859122,,Yes,Standard,1
31.234418074578464,1.1695260508132366,251.97308617631774,Sports,Yes,Premium,1
49.90429607279381,3.1192201130182626,347.4469023374249,Home,Yes,Premium,1
65.95604941318865,2.0734195547087535,73.9434295003432,Electronics,Yes,Premium,1
50.639294888611566,2.6881949662735183,249.95541191352126,Electronics,No,Budget,0
17.900165399226204,0.9321420692715361,97.36416612555539,Clothing,No,Standard,0
52.40558718483602,3.722231862559412,47.90583036671078,Beauty,No,Standard,1
26.078572098439288,3.633187828143079,209.61315308751065,Electronics,No,Budget,1
46.92105153422354,,244.3615683342566,Beauty,Yes,Standard,0
50.43798461248721,1.6226206644228982,67.51168291522778,Clothing,No,Standard,1
51.73734692551372,2.163632720698446,135.73204016164078,Clothing,Yes,Premium,1
43.0873605896822,1.5802929834580217,315.5690200846449,Electronics,No,Standard,1
34.12362919655394,2.846592744071879,110.95323549150343,Beauty,Yes,Budget,1
62.532597835630824,0.887453153994836,178.492871222452,Home,No,Premium,1
40.94363495822979,2.9103528802701284,354.1948106353986,Home,No,Budget,1
40.99685289206908,2.689988023981776,294.53497853200173,Electronics,Yes,Standard,1
81.29874171226815,2.4964346596098292,19.67979963247501,Beauty,No,Budget,1
41.767439939118596,2.1261723722387136,143.04816749803277,Home,Yes,Standard,1
71.88508509470428,2.38919555760589,314.88152112692313,Electronics,No,Premium,1
77.30556157741303,2.7988923421074117,122.05365065380248,Beauty,,Budget,1
84.49119493168176,0.9142864200482004,250.01380807891158,Clothing,Yes,Standard,1
41.59599613213047,2.289908850179365,291.44088624052307,Home,Yes,Premium,1
67.61244619478434,1.1839611416836155,155.8954164624637,Clothing,Yes,Premium,1
66.16624434093313,2.364718648596898,24.60087310514434,Clothing,No,Standard,1
,0.2485586988756363,248.65898096815417,Beauty,No,Premium,0
45.619677854021944,1.5018930518036304,91.99848948890097,Clothing,Yes,Budget,1
44.32268973278079,3.326118974625313,135.3062475959788,Sports,No,Standard,1
7.534537239965182,0.6793168313043578,217.92401349223778,Sports,No,Premium,1
14.972500556798515,1.9751743837929971,350.0734843153274,Home,No,Standard,1
49.87822794902466,1.9746244197676968,69.66358685718781,Home,Yes,Standard,1
,1.7229144025306988,287.3293482118915,Electronics,No,Budget,0
,2.046489399023271,339.9057951742414,Sports,Yes,Budget,0
34.579755041411445,4.357060582675052,239.6317262069643,Clothing,No,Budget,1
63.34751366779987,1.2480864696770606,146.32754501319462,Home,No,Standard,1
44.11260510370882,2.3442816768567036,333.00750425060465,Clothing,Yes,Premium,1
65.45233239208255,0.5217683491880156,341.46025610580267,Home,No,Standard,0
57.790460870538915,2.9775944968095476,310.1012279261303,Clothing,Yes,Budget,1
79.24785022105046,3.2669800368678947,229.20394917550144,Home,No,Standard,1
60.43980486643048,1.3879541874378927,49.10661183198046,Clothing,Yes,Budget,1
37.807050771220325,0.9357631448359376,124.56962791066866,Clothing,No,Standard,1
43.210793740796284,1.2685624555288384,100.06752016404485,Electronics,Yes,Budget,1
31.93286014465836,0.20055978045546907,146.66746225588838,Beauty,Yes,Budget,1
58.778205166526384,0.6443613473706271,309.8815004592049,Home,No,Standard,1
72.59264889126948,1.5207206284835162,346.8142848039309,Clothing,Yes,Standard,1
52.012149601088296,2.6493361164159013,160.35189582976037,Home,No,Budget,1
39.59717310721286,,130.49895428475423,Sports,Yes,Premium,0
45.988330388322396,0.47299152951458745,76.19637426946615,Home,Yes,Budget,1
74.46957965539498,2.8426398252908105,316.4303663965792,Home,No,Budget,1
14.337896640590063,2.997190609111317,205.55560402180677,Clothing,Yes,Standard,0
25.917308912699227,1.6334400718177862,314.099378197625,Electronics,Yes,Standard,1
68.84614396854987,2.9279685038610452,3.483325656800331,Sports,Yes,Premium,1
42.84700579053378,1.3364583145808617,180.5160899274257,Electronics,Yes,Budget,1
68.61528030170902,2.580978443452216,337.5983860601992,Beauty,Yes,Premium,1
,1.6429674101196938,69.29502594044199,Clothing,No,Premium,0
73.2279695715846,2.9840885973154947,206.06522558225078,Sports,Yes,Standard,1
23.14224586056113,2.299246723632346,83.28601881554785,Sports,No,,1
71.98533020731495,2.1210261833155757,189.28606987065865,Clothing,Yes,Standard,1
47.8301518170815,2.021010908217492,119.77223906111443,Electronics,No,Premium,1
19.103564420584064,1.4158933059569576,59.80864872506157,Electronics,No,Premium,1
76.80269014963454,1.6323670945064868,299.9637059925559,Home,No,Standard,1
37.79172904851513,0.25113117839641563,189.91784841244456,Beauty,Yes,Premium,1
57.173956081570786,1.9288973929291084,120.59440382118736,Clothing,Yes,Budget,1
,2.0210874499552918,202.52744561405433,Electronics,Yes,Budget,0
41.30478968684578,3.1547675605406154,267.1505013488109,Electronics,No,Standard,0
41.80895053604395,2.389228273186499,124.8511031522546,Clothing,No,Budget,0
45.681767928087524,0.14665792071244188,151.64702947162246,Home,Yes,Standard,1
36.500103302758546,2.2783458588993373,158.346627951929,Home,No,Budget,1
58.43832311550476,1.675094775450265,,Beauty,No,Premium,0
49.99861302642012,1.545366062110928,319.9454383824945,Clothing,No,,0
52.37973482643092,1.2605732930365412,343.44018752131285,Sports,No,Premium,1
45.25064431606747,2.2866488625399906,,Home,No,Budget,0
50.27624277392417,2.1780680483744606,297.1800089413616,Electronics,No,Standard,1
51.99909717129884,1.7742263863782828,261.69637353191916,Beauty,Yes,Standard,1
50.914102855848704,1.0057729375179623,310.7166584063112,Home,No,Budget,1
48.787747153009796,2.4086401125899153,,Clothing,Yes,Premium,0
38.08730370543669,1.1570298080975514,293.917721639529,,No,Standard,0
61.31521686434991,2.711486628330357,173.84150686736598,Sports,No,Budget,1
52.53932006354066,1.3086257537768,145.70217716628565,Electronics,No,Budget,1
41.98811662670915,2.206311838132568,307.8347419447197,Home,Yes,Premium,1
22.2107761823981,3.3986578225316952,23.615249459299722,Beauty,Yes,Budget,1
89.87276870714163,2.451127636469429,251.58070824418482,Sports,Yes,Standard,1
72.99903200515391,2.271124829239307,268.6046663279883,Clothing,Yes,Premium,1
98.57524599891902,1.9739800622958943,152.91086956104164,Home,Yes,Premium,1
55.086165414035875,3.1201685311784146,262.27917050464976,Electronics,No,Standard,0
36.073981975474815,2.4633712486717414,214.91504313060062,Clothing,No,Standard,0
31.822669655872357,0.29116695643901314,197.54548458976367,Clothing,Yes,Standard,1
41.373715855882566,1.6810380046369944,22.357356559075914,,Yes,Premium,1
51.055807293732,0.33067092270387777,134.87920509869164,,Yes,Premium,1
47.730532295716344,2.80668249785922,213.99660211909838,Beauty,No,Standard,1
48.2216095604221,1.9857041118707577,172.31718552600356,Home,,Budget,1
32.07167467342588,0.9565010971018932,182.07753748021346,Beauty,Yes,Premium,1
85.12957089479576,1.201321036704571,29.700801690275085,Sports,Yes,Standard,1
31.325986857507328,,69.29495823495529,Home,Yes,Standard,0
53.75445692545481,,,Beauty,Yes,Premium,0
,0.3955179116409102,37.77806389536864,Sports,Yes,Premium,0
77.0994618510015,1.9475171709919907,132.32138233230663,Beauty,No,Budget,0
55.441004664262934,2.5941202932063208,,Home,No,Premium,0
64.3659797915758,3.7240724560196963,321.2679527453837,Clothing,No,Premium,1
68.35265196323842,0.8434260159809273,28.778746808437432,Electronics,Yes,Budget,1
57.720475404032086,0.4597032419073668,248.36873174560105,Sports,Yes,Budget,1
,-0.21499050724228574,204.19924577838324,Home,No,Standard,0
13.802933100771773,1.6121820151401622,252.86699232753543,Clothing,No,Premium,1
19.23285531218104,3.0772941771565225,38.1096568347119,Beauty,No,Standard,1
72.75538036591122,1.1791831241876842,136.88620437925948,Beauty,Yes,Premium,1
-17.47255251567161,2.310635364143444,121.39762978108654,Clothing,Yes,Budget,0
56.64217083459504,1.3812450873552948,99.74457324050492,Clothing,Yes,Premium,1
83.6585723809449,2.585399245232308,358.2610632589468,Sports,No,Standard,1
,1.8308794902090373,177.00292171427006,Beauty,No,Budget,0
65.96628681518813,3.152804146605532,188.18468570186198,Sports,Yes,Budget,1
29.52332645258613,1.3135252170459042,113.65828492622522,Beauty,Yes,Premium,1
62.95514629299098,1.525472759899729,179.70909143466457,Home,No,Premium,1
57.36781587392706,1.7869678059641014,176.20554300909208,Home,No,Budget,0
47.8106852776554,1.4934919871602474,137.42567835948165,Clothing,Yes,Standard,1
76.34398947089691,3.6180477561593607,51.72062710699528,Clothing,No,Budget,1
29.26165721241819,1.954725589500736,29.022736778999782,Electronics,Yes,Budget,1
34.41047382401762,0.49782597907941817,147.24325137451163,Home,No,Premium,1
101.76841128336866,1.7735940545468338,90.49206569848333,Clothing,Yes,Budget,1
61.34244209565331,2.1504055532514035,111.61899107579819,Clothing,No,Premium,1
48.74551125934296,4.078426990576942,100.8339152949905,Sports,No,Budget,1
47.80324295054512,3.023591502095524,348.4566945332075,Electronics,No,Budget,0
29.886627650341254,3.4701288407842887,249.20130824389872,Home,No,Standard,0
8.476659962610142,0.31642687766008604,237.38352667203307,Sports,No,Budget,0
72.01168807533955,2.999980734944629,41.06268827084453,Home,No,Premium,1
74.89987666093748,3.1625936313858567,91.77562495741257,Home,No,Budget,1
46.54642957355701,,319.1595305015741,Home,No,Standard,0
63.458418017177365,,154.9672628161913,Clothing,No,Standard,0
30.835786190879446,2.219621992561197,182.32912179974764,Sports,No,Premium,1
47.11203322532288,-0.4378898879618669,282.93168298875054,Home,No,Premium,1
83.05141802829371,2.266984510028447,344.9276387993401,Sports,Yes,Premium,1
56.25244706546793,2.292006286574536,119.78620404265311,Electronics,Yes,Standard,1
35.541560811361144,2.7241502564260673,169.93254679962544,Sports,No,Standard,1
63.420945722599434,1.5434516722088651,266.83610613481807,Home,No,Premium,1
18.53279321344125,0.23156472687036,303.710799777971,Beauty,No,Budget,0
26.36406123594532,3.1875182489157794,27.733359262493813,Home,Yes,Premium,1
49.588710049930704,3.0286102518591362,94.94968470928963,Electronics,No,Budget,1
55.34641535878008,2.4528437032858683,343.7851353207094,,No,Premium,1
57.48677792019654,1.8130400658813333,259.76095890230886,Beauty,Yes,Standard,1
33.906492263631435,,,Sports,Yes,Premium,0
23.08901018458303,2.4444158785341044,262.5599537109044,Sports,,Premium,1
81.3196992337797,1.2859472323593306,329.686057902444,Sports,No,Budget,0
74.59165698090187,2.725112549391712,67.02072255416516,Home,,Premium,1
30.015023445934265,1.9547881235173667,348.2176344940854,Electronics,No,Standard,0
30.972749080462858,1.936302612082393,150.24304432267678,Clothing,Yes,Standard,1
58.31906430111033,0.9382203085260827,142.26375913141337,Sports,No,Budget,1
63.41769013108318,0.5336873442813359,342.2634152131754,Clothing,No,Premium,1
63.03292742444128,-0.28191653217817825,86.46975813126171,Clothing,Yes,Standard,1
38.99947820139506,2.032134651113354,159.440424768652,Sports,No,Standard,1
60.376272798886745,1.4056646920706815,305.0813172878298,Beauty,Yes,Premium,1
66.47459972065933,1.1832341103581876,219.34480468418815,Clothing,No,Premium,1
66.29216658610855,0.30217843286501633,53.77240311647082,Electronics,Yes,Budget,1
60.58782883160491,,,Beauty,No,Premium,0
56.716659069673966,1.6034444292835401,345.04548981093365,Sports,No,Budget,1
55.42998447547591,0.9455878532678867,215.56297633048766,Clothing,No,Standard,0
68.30943545455811,1.9807432849304858,355.9459613116842,Sports,Yes,Premium,1
80.26465647750452,2.5283996279809493,241.30771996848821,Beauty,Yes,Budget,1
38.291568238221544,,284.403300020664,Beauty,Yes,Premium,0
60.57863748948771,3.062902880912967,129.60530055005455,Clothing,No,Premium,1
30.64117760108523,2.846511703813409,154.12959276431923,Beauty,No,Budget,1
35.131751237846316,1.73818545064632,32.93583037350491,Clothing,No,Standard,0
30.182841324911035,0.6248458854650776,306.30633570547434,Clothing,No,Budget,0
53.35801021672182,,222.4177489403353,Clothing,Yes,Premium,0
30.96486722519337,2.4748408306366505,86.5249382086411,Beauty,Yes,Premium,1
70.91128994984103,2.8796387511451838,103.70864344090376,Beauty,No,,1
87.79154122477834,1.191318883862379,205.7190989587816,Home,Yes,Budget,1
18.85272674121363,1.434687327341746,216.0828570707652,Electronics,No,Budget,0
49.647728081804246,2.1056623866728836,223.96830366973418,Electronics,No,Budget,1
43.27921504950795,2.344033871101614,308.7455392041741,Sports,Yes,Premium,1
88.45168146919761,3.7982367877446297,347.9323874068653,Sports,No,Budget,1
50.488312833644954,2.251809451664624,92.34986224417345,,No,Premium,1
41.377807275127374,2.65244690576121,252.0510100742931,Beauty,Yes,Premium,1
82.83734157505496,1.2636003886841731,47.608583661779775,Home,Yes,Premium,1
49.927135335461436,,6.428010983606328,Clothing,No,Budget,0
35.71860543482292,4.473424429053324,,Electronics,Yes,Budget,0
47.687107342576546,1.8281573907435615,11.191251279961234,Home,Yes,Premium,1
90.8531896256468,2.481164273307079,322.3827647317406,Sports,Yes,Standard,1
43.18321009269214,0.4941849882972509,135.0456786531203,Home,Yes,Premium,1
,0.3405378893431994,50.474005952842084,Beauty,No,Premium,0
39.28938039550589,0.617354872091719,162.86626509882294,Beauty,No,Budget,1
51.17351514124712,-1.3866262631793735,187.30133735411792,Clothing,No,Premium,0
67.438579724215,2.114529740012389,64.46370699938991,Home,Yes,Budget,1
21.295516022334738,4.973749710280792,226.24489793678615,Clothing,Yes,Premium,1
,2.346602984781899,227.83550783347576,Clothing,No,Premium,0
82.60202264709285,4.274501897991198,95.5723341714977,Beauty,No,Premium,1
65.16559187141138,3.933325532348132,30.912702716863272,Electronics,No,,1
51.92884423884307,1.3160661462439163,31.774886792119933,Beauty,Yes,Budget,1
54.88719482687696,,331.5096367900778,Sports,No,Standard,0
21.66493418358658,0.7461905045105144,216.54981870924692,Sports,No,Standard,0
55.25058557896183,,53.32861827498057,Clothing,Yes,Premium,0
64.93137842514234,2.6882593154217314,78.4799369915397,Sports,Yes,Premium,1
15.724504631690799,4.034283833179712,100.17416987101625,Beauty,Yes,Standard,1
55.24409405785798,1.5314245671433793,74.57911725137012,Home,No,Standard,1
49.51277517007453,2.2985631196504914,151.33568751427342,Sports,No,Budget,1
33.245596873294794,1.4943846144040474,13.970305806242418,Electronics,Yes,Budget,1
30.00872160531164,1.159819669785107,101.09844526365315,Home,Yes,Budget,1
21.339943484729535,0.5052574926257196,78.73633692642653,Electronics,No,Budget,1
32.27928440382892,2.282237604613966,65.65900827150753,Beauty,Yes,Budget,1
47.999241306810184,0.856522043572981,18.43908066064505,Electronics,No,Standard,1
61.944184311687714,2.226383723019666,46.11986195331944,Beauty,No,Standard,1
59.14138338620674,3.514752977981328,,Home,No,Standard,0
37.851990079619696,3.7486927284249565,74.8089220653267,Beauty,No,Standard,1
94.49107950568467,1.8286169505902459,332.2533778823191,Clothing,Yes,Budget,1
52.232422889594304,2.164165655500777,106.35991934245246,Electronics,Yes,Standard,1
23.9125664053483,2.932897896807388,185.02943283834324,Electronics,Yes,Standard,1
106.50694872038994,0.49131315687459676,,Beauty,Yes,,0
,1.502069251845159,18.308382865270424,Beauty,Yes,Budget,0
40.575026409434194,1.6044647877717875,52.53301257569259,Sports,No,Standard,1
59.085318019119526,2.2566354986956823,2.8455204659643005,Beauty,Yes,Standard,1
75.0944471535975,2.471982721723808,320.036781111219,Beauty,No,Standard,1
35.2295444649652,1.5467336249698975,21.339412997874952,Beauty,No,Premium,1
55.415781448342194,2.566921433996919,13.956190885523444,Sports,No,Premium,1
37.93302136292586,2.8849886914864102,117.47716290631703,Clothing,Yes,Standard,1
55.266586565755226,2.0627966485071636,91.31577258121058,Clothing,Yes,Budget,1
60.85920415018445,2.884955008965036,77.67748898931232,Beauty,No,Premium,1
35.53011118398086,2.1160818628515363,138.81314657078065,Home,Yes,Budget,1
64.38530064691487,-0.7944258765423848,291.34927348912197,Beauty,No,Budget,1
46.07270453595342,2.534309478909419,338.60556001870043,Home,Yes,Budget,1
104.71572393280734,1.8428069488684002,354.03778056948045,Electronics,Yes,Budget,1
44.979511590539225,1.7693091332109796,14.441387902414041,,Yes,Standard,1
63.69057432651272,3.150366371999135,283.4588138753481,Home,Yes,Budget,1
51.643240847245636,2.050231282825307,317.54938679041607,Electronics,No,Standard,1
,1.4514193436778622,295.807444589805,Electronics,No,Premium,0
85.5116278572522,1.5452115112493008,53.488295612202215,Sports,No,Premium,1
46.38567096326754,2.7195340737911127,79.64439315029526,Clothing,No,Budget,1
54.55990191364053,2.2573035229351364,,Electronics,Yes,Budget,0
23.604693045003344,2.1018432426191267,317.9049412386214,Clothing,Yes,Budget,1
36.01546035085281,2.3427596323689284,148.2145076882396,Clothing,No,Standard,1
69.89836089648917,2.091796293494238,92.74618789755122,Electronics,Yes,Budget,1
25.96818087698606,2.818692680979672,332.07335420024253,Home,No,Budget,1
64.77459447799822,1.9997622130035309,265.6716580138372,Clothing,No,Premium,1
71.72107318636915,2.138755608947433,337.27868795230677,Clothing,Yes,Budget,1
66.68213418277728,1.9021714998162584,266.7975451644982,Clothing,No,Premium,1
33.517247723230945,2.4928901482003365,242.3293584599201,Clothing,Yes,Premium,1
58.41290031875373,0.9328180066623561,21.356401596372432,Electronics,Yes,Premium,1
22.478709581591122,1.2325250499617382,323.31542470737213,Clothing,No,Premium,0
59.497868541677796,1.244906490989301,172.89823635324515,Home,No,Standard,1
71.6973412328035,2.0833978207611086,107.80040868856048,Electronics,Yes,Budget,1
52.80591959579401,2.41424946990075,146.85307545819626,Electronics,No,Standard,1
39.11614071304374,2.1341790266129714,338.68675666481994,Sports,Yes,Premium,1
65.49985323352796,3.1463355914269373,121.35513145815621,Clothing,No,Premium,1
